265000 -18.898391  241508  23492  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
266000 -18.363159  242433  23567  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
267000 -19.603737  243356  23644  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
268000 -18.931898  244288  23712  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
269000 -18.596316  245225  23775  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
270000 -18.805191  246151  23849  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
271000 -17.175115  247034  23966  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
272000 -18.500928  247932  24068  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
273000 -18.561357  248862  24138  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
274000 -18.383414  249772  24228  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
275000 -19.251001  250673  24327  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
276000 -17.826850  251576  24424  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
277000 -18.541610  252485  24515  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
278000 -18.107486  253405  24595  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
279000 -17.943381  254311  24689  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
280000 -18.621792  255230  24770  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
281000 -19.207707  256158  24842  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
282000 -19.024205  257079  24921  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
283000 -20.140647  258013  24987  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
284000 -19.410624  258917  25083  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
285000 -18.715602  259815  25185  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
286000 -19.795062  260735  25265  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
287000 -18.112310  261643  25357  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
288000 -19.030474  262533  25467  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
289000 -20.216855  263426  25574  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
290000 -20.642240  264324  25676  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
291000 -21.135177  265250  25750  Density = 1052.006361 kg/m^3  Acceptance Ratio= 91/100 
